,Review,sentiment
1694,"Very bad service the servers are so loud and rude .. the food tastes bad and super oily, the chicken is not white meat while they told me it was , the rice had rocks in it that almost broke my tooth and so not clean the whole experience was so bad I wouldn't recommend anyone to go there and on top of that I went back home with food poison and had diarreah .. the worst place ever please watch out",0
1833,"The barbecue meat here is really good, juicy and tender. I normally get the lunch boxes here, and it's very hit and miss here.
I made the mistake of coming here 1.5 hours before they closed. They ran out of veggies, but still had plenty of meat left.

If you get the young dude cutting your meat, you're gonna get much less meat in your box. he's pretty stingy. and I've gone here 3 times, and every time he cut my meat, I got either bad cuts, or very little.

I've gotten roasted duck rice before, and he gives you the bones and rib area, with one piece of breast so you have one piece with meat.

Today I got 2 boxes, No veggies were left. I got 6 pieces of bbq pork and 5 pieces of roasted pork. and whole box load of rice. was so disappointed! barely any toppings, and they had plenty of meat left!! not like they were running out.

argh! the only part I can't complain is it's 6.50 a box and comes with either soup or a can of pop.

Pro tip, come early, otherwise don't come. and hope it's not the young dude cutting your meat.",1
257,"This place is a very busy spot downtown and it's the type of place you come and go or take it to go because of how tight the space is. I got the 3 type plate and they're okay. They're not bad but not amazing either (bear in mind, I eat a lot of tacos). Definitely worth trying out if you're already in the area but would I take an hr TTC ride to come here again? Nope.",1
1501,"Fairly average Chinese food but open late until 2:00 am with lots of seating. They are located a block or so from from Spadina on Dundas.

Their food seems pretty average to me except for their char siu (BBQ Pork) on rice that is my favorite. Everything else is ok but with the exception of great wok hei. If you're looking for a quick bite after a night out this place will do since they open until 2:00 am and has plenty of seating. Their menu is fairly intense about 500 items and with plenty of seating for a big group. 

The food comes out super fast piping hot. Service is ok just need to keep flagging someone down, their table turn over is quick that is the way they operate so don't expect stellar service but they aren't horrible either.",1
647,"We came here (King St location) Tuesday evening to take our guests from Vancouver to a nice dinner. Buca has been my favorite Italian spots in Toronto and has been my top recommendation for good restaurants in the city. We never once had a negative experience at Buca until last night. It was very disappointing to be in such a classy restaurant only to be treated poorly by their servers. We ordered charcuterie and pasta amongst the 5 of us. As we finished our dinner, we had told our server to pack up my bigoli pasta. As I picked up my takeout box, I realized it was not what I ordered. I quickly told the server that this was not mine and to my surprise, she yelled ""f*** off"" and stormed off in the kitchen. We were in shock as to why she responded this way. She returned shortly after, visibly disgruntled, and told me to stay put while the manager comes to talk to me. The manager arrives and simply tells me to wait while they make a new one for me to take home. She was not apologetic at all. Mind you, we had to wait 30 minutes for them to make the pasta again and as soon as I received it, they did not even acknowledge the fact that it shouldn't have taken that long. 

Mistakes happen but under no circumstances should servers be swearing at their customers. We are extremely confused as to what led to such aggresive remarks when we were the ones who had to wait 30 minutes to get our takeout. Definitely not going back after this incident. Servers were rude and ruined our evening.",0
1520,"If I was able to give 0 stars, I would. This is probably the worst restaurant I've eaten at. 

We ordered 5 dishes, 4 of which were completely inedible.
- Traditional pancake: This was our first dish and was fairly tasty. No complaints here. This was the only redeeming part of the experience.
- Green beans with minced meat: It was too salty and too oily. 
- Kungpow shrimp: This is absurdly greasy and spicy which left our tongues numb. 
- Fried rice with pineapple and seafood: In contrast to the previous two dishes that were over-spiced, this was tasteless and (surprise surprise) oily as heck. 
- Lobster with ginger and scallion: This was the most pathetic dish of them all. We were served either a baby lobster that had not yet developed any meat, or they somehow threw out half of the lobster before plating it. On top of this, it did not taste fresh.

Sometimes terrible food can be saved by good service. Nope, not today unfortunately. The waiters were amateur (pleasant, and well-meaning but did not know what they were doing). They gave us a dirty fork, and when we alerted them to it, they took it away then brought it back and said ""we washed it for you"". 

You might look at my profile picture and judge me for being a clueless white guy. I went with a group of 3 other Chinese people who know food well, and we were all appalled at how this restaurant is even open for business.",0
1161,"Dimmi was ok but it wasn't anything special. My husband, daughter and I were in Toronto for a quick family vacation. After sight seeing we went to Yorkville to shop. Of course all of the shopping made us hungry. We walked up and down the street to find something to eat. We finally decided on Dimmi. I had a taste for pasta and thought this would be a good choice. It was pretty busy but there was no wait. The staff was very nice and accommodating.

When we first got there my husband and I ordered drinks. He got a Old-Fashioned and I got a Sangria. He enjoyed his drink. My drink started off good but then started to taste like medicine the more I drank it. Needless to say I didn't finish it.

We started our dinner with ordering the Kale as an appetizer. Of course this was a side salad. It consisted of shaved kale with pinenuts and cranberries covered with pecorino cheese in a lemon and olive oil dressing. This salad was very good. The flavors were nice and most of all I enjoyed the pinenuts. They added a nice crunch to the dish. 

For our entrees I ordered the STRO ZZAPRETI ALLA ERNESTO and my husband ordered the Roasted Chicken Breast. My dish consisted of spicy nduja sausage, rapini and cherry tomatoes in garlic and olive oil. This was something different for me but good. The sausage added a nice hint of heat but not too spicy. The pasta was good. It also had cherry tomatoes and spinach. I could have done without the spinach. I like spinach in salads or creamed spinach but I don't like plain cooked down spinach. The texture is odd in my opinion. Other than that this dish was good.  My husband's dish came with vegetables and roasted potatoes. The chicken was pretty tender but flavorless. The whole plate was flavorless for that matter. It was very bland and needed seasoning. My husband ate it but he wasn't thrilled. 

Last, we ended our meal with a dessert. We ordered the Apple Crumble. It came out in a slice but instead of pie crust topping it had a crumble topping. It came with a scoop of ice cream. This dish was decent. It was pretty tasty. It's one of those things that is wasn't bad but it wasn't the best we have had. 

Overall, Dimmi was ok. We enjoyed it but it wasn't anything special.",1
1475,"This place has great dumplings (especially their pan fried ones, pork and chive is my fave), but there was one time when I went, maybe almost 2 years ago that really pissed me off. I would be more inclined to give this place 4 stars if it weren't for poor customer treatment. 

It was busy in the restaurant and a line was forming. My friend and I had just finished our meal. I had ordered a soy milk and was finishing it while also trying to buy tickets for a movie on my phone. I was aware that there was a lineup and I was trying to hurry but not chug my drink, but I was still finishing so I didn't think it would be an issue. One of the older ladies who runs the restaurant (in Chinese we would call her the 'lao ban niang') complained loudly and angrily to her staff in Chinese that I was playing on my phone and ordered them to clean our table up in an effort to get us to leave. It doesn't sound too bad when I type it out but it's just different in Chinese and her tone was angry. Only my mom talks to me like that when she's scolding me. I was very annoyed when I heard this, but finished my drink and got up to leave. The same woman put on a fake smile and said ""thank you!"" as we walked out the door. 

In this case, she probably didn't think I would understand her, which is probably also why she said what she said, but it really ruined my meal. Unfortunately for her, I understood every word. I hope they will exercise more caution when talking about customers in Chinese. I am Asian so I am used to less than ideal service at some mom and pop restaurants so I am understanding of most service at Chinese restaurants but I also don't like being scolded behind my back, and then treated so drastically different to my face.

In that moment I dramatically vowed never to return but the dumplings are too good and I have since returned and had pleasant experiences.

I mean, I doubt the woman even remembers that this happened but it was a bad enough experience that I felt compelled to write about it so long after, but the food is still good and I would recommend this place to people who don't mind feeling rushed when they eat. 

I like the potato threads and shanghai noodles in addition to boiled and pan fried dumplings.",1
1877,"Lai Wah Heen used to be the best luxury dim sum restaurant in downtown Toronto. Overtime, the quality of the restaurant declined. While services and atmosphere still remain the same, quality and price are no longer on par. 

Out of the four items my brother and I shared, the best item was fried bean curd sheet with mushrooms served with aged balsamic vinegar ($5). It was crispy and juicy. Truffle Snow pea vegetarian wrap was unfortunately subpar ($5.5). The snow pea is not picked and over-steamed. 

With that said, it may still be a good option if you are a downtown dweller. However, I would not recommend Lai Wah Heen if you have access to dim sum restaurants in uptown Markham and Richmond Hill.",1
560,"I was on the street car when I noticed King's Tacos. I was curious so I went in for a bite. I was expecting a fast food restaurant like Taco Bells, but it was a sit down restaurant. King's Tacos decor was plainly decorated in a casual restaurant style. The service was okay, but you have to pay at the front.

The service started with the waitress bringing little bowls of sauce and onions. I am not familiar with Mexican food or tacos. I ordered the Arrachera taco which is made of beef fillets. I added the ingredients and sauces to the tacos to add flavours. I thought that the tacos were okay.

Would I go back? Maybe to try the other tacos. But I am not familiar with Mexican cuisine so it is hard to evaluate the food.",1
1008,"We ate at the Le Pizza La Pasta restaurant. 

I would have given this place 4/5 if it weren't for what happened with our billing/menu.

We came in on a Tuesday night. Put our name in and had a walk around for 40-45 minutes. Overall the food was good. We ordered a pasta and a pizza along with the Burutta as an appetizer. The bread came with some really tasty olive oil. The pizza was excellent with generous toppings. I found our pasta good but not great. 

WHAT WENT WRONG: The menu had the Burutta for $8. When the receipt came - I did a quick glance and paid the bill. However the total came up higher than I thought it would be I went back to look at the receipt. The Burutta showed up as $18. I did a double take on a new menu from the front desk to make sure it said $8. My server was elsewhere by now. I went to the front to ask the hostess who at this point basically dismissed me with a chuckle that the menu was ""printed wrong"". I was in a rush so left but I would have definitely taken this up with the manager.

I really think they should have just fixed their menu (even just pencilled it in), or warned me it was a pricing error when I ordered.",0
1023,"Heard this joke while I was at Nodo - Why are a lot of Italian men named Tony? Because when they migrated over to the states, they wore name tags To NY.

This is a cute cozy restaurant with great food and service.  I came for dinner with a group of 6 and had a great time.  There are many great options on the menu including soup, pizza, calzone, mussels, octopus, rigatoni, and gnocchi.  Complimentary bread was brought out with olive oil after we ordered.  The food took a while to come out, but it was delicious.  

Arancini $9 - These were more like rice cones, crunchy on the outside and cheesy on the inside.
Pappardelle $19 - This duck ragu ribbon pasta dish was excellent.  The meat was like pulled duck, flavorful and tender.  The sauce went really well without everything.

Street parking on Dundas is free on weekdays after 6p.  I was able to find a spot across the street when I am for dinner on a Wednesday night.  There are also paid parking lots nearby.

....| \      _  , , , - - , ,  _  ,      
.../  , ` . - ' ` '             . _   \ -  ;  ;  ;  , _    
..| ,  a  -   )   ) _         . ; .  (   ` - ` -  ' - '   
'  - - - ' ' ( _ / . _ ) - ' ( _ \ _ )   2018",2
1703,"This place is awesome. I love their pork belly. It was nice to add cucumber to the dish, so refreshing. I also got their noodles dish as well. I ordered big wide noodles and regretted later. I didn't expect the noodles to be that wide. I was struggling the whole time eating the noodles but the broth was amazing. I would highly recommended visiting this place if you ever in Chinatown.",2
587,"Ordered through Uber eats .. maybe going to restaurant better , not sure , but the food was really gross. Waste of 70 bucks .. threw most of it out and feel really gross and might vomit .. nasty 
0 stars",0
12,"My friend and I decided on Mexican food for dinner and this popped up as nearby where we were at the time, Yorkville/Annex area. As we walked in, immediately we're greeted and seated in a tight space for 2. The menu was explained to us and water was given, then we were left for a few minutes to decide. 

We decided on salsa fresca & chips, chicken enchiladas suizas and short rib emmoladas along with a bottle each of corona and negra cervezas.

Salsa fresca and chips arrived first, the tomato salsa was delicious, the morita chile seemed to have been grilled before it was mashed together with tomatoes and red onions and went well with the crispy chips. (If you come for anything at all, this would be it and definitely skip the guac as it didn't seem appetizing.)

My friend and I shared the chicken enchiladas suizas and short rib emmoladas, while tasty, I could've gotten it somewhere else for cheaper. 

Because of how tight the space is, I was able to look around at what the other dinners ordered and the the tacos seemed to be more popular, so will have to come back and try those.

We also ordered alfajores, which at $8 for 2 was just meh.",1
1773,"I brought my dad, stepmom and half siblings here for dinner as they were visiting from Vietnam and craving some Chinese food and I wanted to take them somewhere classier than the Chinatown restaurants.  BIG MISTAKE.  You can take a girl out of Chinatown, but you CAN'T take the Chinatown out of a girl!!! The service was not good. 

First of all, for the area and price point, I expected to be able to ask the servers about the menu but apparently they don't know why is popular or well-liked. Secondly, my dad and stepmom had a quiet hushed disagreement and the server near us started giving them dirty looks. Everything else was based on lack experience from the servers. Appetizers coming out at the end of the meal, lack of napkins despite having three kids at the table, failure to clear emptied dishes.  

The food was pretty good. While it could not make up for the poor service, I would order takeout from them but I will not dine in again unless there are extenuating circumstances.",1
1620,"Another example of ""don't judge a book by its cover."" Yummy Yummy may look slightly run down with its bland looks but the food and service definitely belies its otherwise plain (and dare I say somewhat sketchy?) looks. 

First of all, the owner of Yummy Yummy is a really nice lady. She helped pick out items for us when we were having a hard time deciding. It was like having a friend's mom cook for us! 

The food itself was authentic and tasted like it was made at home. I really enjoyed the xiao long bao and the potato salad. Pricing was cheap too! 

We ended up coming back a second time and will be down for coming back a third time. This place is a must-visit!",2
1460,"The interior here is spacious and clean, which makes it a good place for happy hour or business meals. The servers were quick, but it took some effort to get their attention sometimes. 

We had the dan dan noodles, pork belly over rice, XLB, and pan fried dumplings. Although this was a mix of appetizers and dimsum, the amount of food was just enough for us. My favorite was the dan dan noodles, especially with the hot chili oil for those that like spice. 

Overall I had a good dining experience but was a bit disappointed with the dimsum selection. I was looking for a good dimsum restaurant in Chinatown and, for being labeled a dimsum restaurant, there wasn't that much.",1
263,"Came here for the first time by luck, on a Tuesday- had to take advantage of their Taco Tuesday special ($28 for 8 hardshell tacos). 

The service here was friendly but a little slower than normal standards. It is also pretty stuffy inside on a hot day, especially on the top floor, but the restaurant itself is a cute, grungy setup. 

I shared the special with my friend, and it came with the perfect amount of toppings to fill the tacos... it's always so satisfying when you're giving the perfect food ratios. The tacos are presented on a tray along with the (""sides"" is what they call it but I think a better word for it is just the taco stuffings). It came with all your taco essentials, including guac. The ground beef also had a bit of a spicy kick to it, and the taco shells had a different crunch to them. Overall, nothing was mind blowing about the tacos. I think it's fun for when you're coming in a pair with someone else, but you'd need to order more with it to fully fill up an empty stomach (good thing my friend and I had a snack before coming). The tacos were presented nicely but if I were to get this for say, takeout, not sure the deal is worth hyping about. 

I'd be open to coming back to try more of their extravagant tacos though :) judging from their menu the prices seemed reasonable for a downtown restaurant.",1
1519,"Real good food, 10/10 would recommend 

All the dishes are in fairly large portion, we order 4 dishes and was enough for a party of 4.

Interior decor was good too",2
1043,"Overrated non-authentic Italian food. Their location gives them business. 

Menu is interesting but not up to standard. Ambience is okay.",0
1321,"This is my favourite Ramen place!
As aways they didn't disappoint me. I had the Stone Bowl Shoyu Kotteri Tsukemen and my friend had the Garlic Shoyu Ramen and to finish off I got the Mochi for the first time as a dessert. Stone Bowl Shoyu Kotteri Tsukemen was unique! Its cold noodle and you dip the cold noodle into the hot pot! Highly recommend it!",2
144,"El Trompo has always flown over my head - I've walked by a hundred times but never noticed it. I'm happy I finally did, because the tacos here are amazing! These tacos are more ""street"" than Seven Lives', but there's definitely a time and place for them

While the tacos here are great, I was incredibly disappointed that the chips + pico I ordered to start seemed to be store-bought tortilla chips - they reminded me of Tostitos. The pico was pre-made, and super cold out  of the fridge, another disappointment. Plus, service is spotty.",1
102,"Unfortunately, Hacienda las Americas didn't live up to the hype. My wife and I went here for dinner and got:
- Guacamole and chips: Guac was surprisingly bland and chips tasted store-bought.
- Sopes: This looked like a thick tortilla with lots of meat and veggies on it. It was 3 for $12, which we thought was a pretty good deal so got 6. The standout was the chorizo (super tasty and great bite). The chicken, beef suadero, beef sirloin, and beef tongue were pretty standard-to-good. The carnitas was too stringy and a little tough for me.

Maybe I'm in the (Yelp) minority and wasn't blown away with this place because I didn't get the tacos... but they were using the same meats for the tacos as the sopes, so I'm doubtful I'd have a different review. Worth a try once, but won't be back.",1
548,"We went with my children to this restaurant and the service was good but the food was mediocre and heavily priced for the value. I ordered a cheese melt, and got more sausage than cheese and the cheese was cheddar (this dish is not done with cheddar). For $40 dollars per person without alcoholic beverages, one would expect so much more. It was 7 pm and the place was empty. Very disappointed. We won't go back!",0
357,"I think this is between a 3 and a 4.  I enjoyed the tacos,   the chicken one was really very tasty.  But what a mess to eat,  the wrap was very soft and fell apart but it all had a wonderful taste,   lots of flavours.

I had the melted cheese starter with chorizo,  it was ok.  I personally don't like the corn wrap they make here.   They are thick and heavy and really doesn't add anything to the cheese dip.    We had the chips and dip to start with.   There was were some very nice dips here from chillies and guacamole too.   The chips are quite salty though, be warned.   We also had a tasty citrus drink,  grapefruit based,  this was very nice,  we both enjoyed this.   We ended with the churros which were very nice.  Sweet cinammon sugar on top,   very yummy. 

On the whole it was good and alright mixed together.   But also isn't cheap.   I think it cost us $70 for food and two sodas,",1
81,"Ok, so I know this place is all the rage. 

I ordered the grilled beef for corona takeaway and I was disgusted. There was more fat, cartilage and inedible pieces than beef. Chew chew CRUNCH - spit. Over and over. My friend called me two hours later after ordering the same thing - she ended up giving her order to the homeless after the first bite. 

This means that they either don't clean (cut the meat) properly, or using cheaper pieces to save a buck. 

The grilled chicken was dry too. Honestly though, the shrimp was good. Stick to pulled beef and chicken for authenticity and - TEXTURE. C'mon seven lives!

Very disappointed.",0
1763,"Dynasty is a decent spot if you're looking for Chinese food in the area. The place is nice inside (given its location in Yorkville), and the food selection is quite typical - similar to those found in other Cantonese restaurants. Nothing out of the ordinary. They offer an evening dim sum menu (a slightly condensed version of the regular dim sum selection). Service is pretty good and food comes out quick.",1
627,"It's in yorkville and it has a cool name so it must be good, right? Right! Only, it doesn't get any better than good. Took my sis for her bday and was so shocked at how basic the flavours were. My mom got the four cheese spaghetti-- it was drippy n barely had taste. Mine was 7/10--a chicken dish, sister said her pasta was ""more wet than buttery"". The best part about this place was the beautiful interior and great service. I wish I liked the food more bcoz everyone seemed so nice.",1
1281,"A truly elevated dining experience! I'd say the food above all. Quality is impeccable. The dumplings are an absolute must have. Stuffed with creamy eggplant in a heavenly yoghurt sauce. The meats were also done just right, lamb being so tender and not gamey at all, not salty, the flavors subtle and well balanced. Had an old fashioned with hints of coffee and of course a real big ice cube. Decor is classy but nothing special, was hoping for something more unique but the food makes up for it all.

Warning: it is expensive so be prepared to spend around 80-100$ per person if you get drinks.",2
980,"My review is for Uber eats delivery from Grazie.
We ordered 2 pizzas-1 classic margarita and one mushroom. Both pizzas were stone cold and were undercooked. It tasted kind of like frozen pizza you can get from a supermarket. 
There are so many great pizza places in the area and unfortunately this isn't one of them",0
773,"My friend and I came here for her bday. We went during the day time as it gets pretty packed during the night time. The ambience is nice and fancy but still casual. Keep in mind you're probably going to be seated really close to another table.

I ordered the Quattro Stagioni pizza. It was okay, I expected better it tasted kinda basic especially for the price.

My friend, I believe ordered Taiatelle all's Bolognese. I tried some and it had good flavour but nothing amazing.

Also, we got the calamari to share which was really good!

Overall my experience was good. I just wouldn't go back again, there are so many other Italians restaurants that are better.",2
1069,"I went here years ago for winterlicious because of the great reviews. I was so unimpressed and felt like it was like any other restaurant that I vowed never to come back. Fast forward to recently, my friends wanted to catch dinner before a movie and decided on this place. I was hesitant but went anyways and absolutely loved it! We ordered the pizza, a couple of the salads and some cocktails. LOVED all the cocktails....they were strong and didn't taste it, just the way I like it! The pizza was huge, filling and made very well. Chewy and not overwhelming in flavour. The salads were all fantastic! The Parmesan cheese is to die for. Our waiter was also so charming and funny. He really made our night....p.s. dim lit atmosphere with a picture of the godfather. Loved it!",2
1007,"Second visit to dine at Eataly was amazing. This time it was at ""La Piazza"". Quoted 35 minutes for the wait on a Sunday late afternoon.

Shared a soppressata and funghi pizza with a glass of Aperol Spritz. Both pizza options were delicious. Not your typical thin crust, wood oven pizza but something thicker and softer in texture to consume.

Impeccable service as always.",2
1580,"I walk by Hotopia most days on my way home from work, and if you've ever passed by, you've probably smelled that strongggg spicy spice from outside. Maybe just walking by has even cleared your sinuses. It's been packed (usually with a line up) most nights when I've passed by which is why I've waited so long to check it out, but a few friends and I finally made our way here for dinner this past Sunday. I put my name on the Yelp waitlist for five people for 6pm, which turned out to be unnecessary as there were several empty tables when we arrived. (The restaurant got busy later around 7pm, and there were a few groups waiting for tables).

We have varying levels of spice tolerance between the five of us, so we ordered three dishes to share: pea sprouts in broth, steamed chicken with chili sauce, and the Sichuan pepper numb basa. The pea sprouts were the only non-spicy dish we ordered, and it was pretty standard as far as Chinese pea sprout dishes go (including the high price point). The steamed chicken wasn't too spicy and quite oily - watch out for the bones! The Sichuan pepper numb basa was the main dish that we ate with rice - it's definitely spicy, but not too numbing (as long as you avoid actually eating the peppercorns themselves, which I definitely did). There were quite a lot of pieces of basa as well as eggplant, and despite sweating and turning red from the spice, we found ourselves finishing everything. 

Service is pretty friendly, and they were fast to fill up our water (which we definitely needed). The bill came to ~$14 per person which was pretty decent for such a filling meal. This isn't my favorite type of Chinese cuisine as I'll admit, I can't really handle the heat. But I'm definitely interested in coming back to try some other dishes!",1
1312,"Bang bang bang. This place was actually kinda hard to find without the GPS. There was nothing really indicating that was the ice cream shop besides the light banner that says ice cream but I wasn't sure if I was at Bang Bang ice cream if that makes sense. 

But regardless the ice cream was pretty good. I don't think it blew me away because I've had alot of good ice cream but I will say all of the flavors were really unique. I got the lychee rosewater and it was amazing. It was lychee ice cream with raspberry flavors swirled in it. I also sampled the totaro and I will say the taro ice cream was definitely something I would come back and get",2
375,"Affordable tacos with well sized portions. What else can you ask for ?

La chilaca taqueria is small taco shop serving delicious morsels for a great price!  Selling 3-5$ tacos and certain specials (like 10$ for 4 pastor tacos). 

I ordered the carne, pastor, carnitas, pollo, and fish. I only wish I didn't get full so fast because I wanted more. Probably the closest thing I've tasted to tacos on the street in Mexico. 

Would highly recommend the fish ( very fresh and light) and the pastor (if you're a fan of pineapples) and if not go for the pork.",2
185,"The service was amazing, the guy that greeted us especially was very enthusiastic. But .. when it came from the food. it was definitely 1/5. No flavour , no seasoning no nothing. We ordered 6 Tacos, Guac and chips and cheese Pupusas . To begin with the tacos lets just say we didn't eat them all. The shrimp tasted too.. fishy? not enough toppings on the taco. The beef was blend and so was the chicken. Only good thing about our order was the guac and chips. I normally go to taco Gus at Kensington (highly recommend ) and I regret trying something new.",0
1200,"Went on a Sunday night and there was already a line. We got a table for two within five minutes. For a Thai restaurant, I would have to say this place has an unusual ambience -- it's dimly lit with popular North American songs blasting on speakers throughout the restaurant, and can be quite loud. There is also a full bar here if that's your thing.

All in all, the food was great. The Gaeng Kiaw Wan 'In a Coconut' is a green curry dish served with rice and extra green curry in a bowl on the side (the waiter said it was because it can't all fit in the coconut). It is a dish more on the spicy side, but I would say it's still manageable. The coconut really gives this dish some character, and you can also scoop out some coconut meat with your spoon to eat as well. You can choose between chicken, beef, dish, or tofu & veggies.

Khao Soi is also a curry dish but it is a coconut curry dish. It is more sweet than spicy but still has a kick of spice to it. I like the combination of egg noodles and crunchy noodles. We got braised beef chunks (like the ones you put in beef stew), but you can choose between chicken or beef. I thought this dish might be overhyped when I was reading Yelp reviews prior to coming here, but it really is worth the hype.

Highly recommend this place for anyone looking to have Thai food in Toronto. I'll definitely be back again.",2
1724,"I love eating here on my comfort food/cheat days.

They have classic Hong Kong style soup noodles and bbq rice dish.  The noodles are made to order.  They have rice noodles, thick noodles, egg noodles to choose from.  Toppings include beef balls, fish balls, bbq pork, shrimp wonton, prom wonton, chicken, lemongrass chicken, beef stew, and others.  Better yet you can pick and choose.  You can get additional toppings like half size wonton, tofu, or beef sauce to add-on.  You can also pick just broccoli or bak choy.

You can pick rice dish too.

There is vegetarian options.

Their soy bean drink is small but tasty.

Staff is nice and friendly.

Line is long but service is fast.",1
334,"Ordered take out on a Saturday evening; Chicken Wings ($12.99), Burrito De Carne Asada ($12.99), and the Quesadillas De Tinga ($8.99). Staff were not overly friendly, ignoring me upon entry, servicing a walk-in couple before me, and assuming I was a food delivery courier.... The portions were all small, especially the SIX wings, yes only 6, which tasted OK. The burrito was one of the worst I've had in the city, lacking any flavour, and the Quesadillas was average. The sour cream that came with the Quesadillas was also questionable as it tasted, and had the consistency of being watered down. At a $25 price point this meal might have garnered 3 stars.

I will never return.

Aside: I noticed they charge $8.50 for pints which I thought was pricey. For reference The Keg charges the same price their craft beer selection.",0
1871,"Located on the second floor of DoubleTree By Hilton hotel is Lai Wah Heen, a premium dim sum restaurant. The restaurant is clean and elegant with original Chinese calligraphy paintings. I have dined here for dim sum on a few occasions, and have enjoyed it each time. However, most recently, I finally tried their dinner menu. It contains a variety of classic dishes and some more imaginative items. They are also now serving casserole dishes. 

Got the Casserole of Lobster, which was a very flavourful dish containing a healthy chunk of lobster, and vermicelli cooked in conpoy chili sauce. The XOXO added a nice spicy kick to it. That was my favorite dish of the night. They also have classic clay pot dishes. I wasn't a fan of the eel one (a little salty), but I enjoyed the chicken and foie gras & minced beef ones. They're priced for four people, so definitely good for friends or family to share. 

Since it's upscale, prices are higher than the average Chinese restaurants. So, I think people need to go in with an open mind that the price is not the same as most of the places in Chinatown or Markham. Overall, what I like about Lai Wah Heen is the consistency of the dim sum dishes and creativity (while remaining tasty).",2
1365,"Food: 
Have dined several times at Miku and the restaurant always delivers on a strong note. Dishes are well presented in a simple and elegant manner, and the desired flavour profiles are never hidden. 

Have ordered the nine piece nigiri plate on several occasions. The paired sauces and garnishes are excellent while each piece is masterfully crafted. Personally, I also enjoy the pressed oyshi sushi, which is torched to caramelize the top layer. The sushi is also layered, which provides an optimal fish to rice ratio and creates a nice harmony of gentle acidity from the rice, fused with umami and sweetness from the fish. 

For dessert, the Green Opera ranks among my favourite, if not, my sole favourite dessert in the city. The dessert features layers of génoise, chocolate ganache, sugar twill, hazelnut wafer, and green tea ice cream. The delectable finish always lives up to its name and provides a memorable experience that can cause even the most stringent calorie counter to transgress.

Atmosphere: 
Very spacious for a Japanese restaurant, which ensures a relatively high level of privacy and consequently is frequented by a more corporate crowd. Decor is as expected and layout of the restaurant offers something for everyone.

Service:
On point and as expected for a restaurant at this price level. Servers are descriptive and articulate in the knowledge of their dishes. Always satisfied with the level of service here.",2
191,"I came here on a bustling evening 30 mins before close(we hadn't realized they closed earlier than most restaurants in Korea town), however we weren't the last to walk through the doors. 

Since the restaurant is on the smaller side, we had to wait about 20 minutes before being seated. Even though they were close to closing, they didn't rush us at all.

The atmosphere is very cozy, laidback yet still lively. The service was great, our server was super outgoing and humorous which is nice after a long day at work. Food is very affordable, they have many options but not too many it becomes overwhelming. 


I ordered the chorizo and the pork soft taco, and all I can say is it brought me back to my trip in Mexico. The meat was juicy and the toppings were fresh. I also ordered the rice with cheese, although simple was great. 
We ordered plantains as well, and that was the icing on the cake to us. Instantly made me want to go back to Mexico. 

Would definitely come back, just wish they were open a little later.",2
43,"Rating: 3/5

Summary: 
We believe this restaurant is worth a visit if in the area. We have frequented this place multiple times and there is a reason we keep coming back. The service is extremely friendly and the atmosphere, though tight, is rather warm and welcoming. However, one must be careful when picking their dish because while some taste wonderfully flavorful, others are somewhat disappointing.

The dishes we tried: 
- burrito w/ verde sauce
- fish tacos
- chicken enchiladas
- chicken mole
- guac/salsa w/ chips
- mains circa $12-15
- appetizers circa $6-8

Food:
One of our favorite dishes is the Burrito with Verde Sauce. It's a big hot burrito packed with many flavors. What makes it special, however, is the verde sauce that complements the burrito very well. The verde sauce is a tangy and spicy sauce that consists of tomatillos, jalapenos, and lime. You probably won't get burritos smothered with a delicious sauce at other places where you'd think of getting a burrito (Chipotle, etc.). We'd also point out that the Guacamole tastes extremely fresh with a great rich and creamy feel. The chunky and spicy salsa is also great. The two dipping sauces pair well with the tortilla chips and is worth considering if looking for an appetizer.

However, we were disappointed with some of the dishes we ordered. For example, the enchiladas and chicken mole did not satisfy at all. As for the enchiladas, the ones we had were filled with extremely dry chicken and the wrap itself was also unappetizing.

On a positive note, the service is remarkable. The owner once even gave us a free refill for our horchata (a most delightful sweet drink consisting of rice, vanilla, and cinnamon). The servers are very kind and patient, thus contributing to a better dining experience.

Conclusion: 
Google reviews rates this as a 4.5/5. We give it a 3/5. It's worth a visit if in the area, but there are only certain dishes worth eating. We recommend the chicken or burrito with verde sauce and the horchata.

For more quality pictures and honest reviews, follow us on Instagram @pchan_and_sam_reviews. We hope you like our content!",1
429,Fantastic flavour. Ordered to take-out. Fresh and great quantity. A new favourite for sure.,2
121,"After reading that they make their tortillas in- house, I was excited to come here for some tacos. For lunch, I ordered the chamberete (beef shank) and pescado (haddock). ""S"" on the menu indicates the taco is spicy. Since I have low heat/spice tolerance, I asked if they could make it mild. 

The tacos were smaller than other taco joints, but they are cheaper in price ($3.75 vs. $5-8). The tortilla was thin and soft yet it was still able to hold the filling/topping.

In terms of flavours and the protein, I didn't find it too memorable. The beef shank was a bit dry but the haddock was freshly fried.

Whilst sitting at the bar waiting for my food, I noticed that the staff worked like a well-oiled team!",1
